URL,numOfHeaderSentences,numOfBodySentences,meanHeaderLen,minHeaderLength,maxHeaderLength,meanBodyLen,minBodyLength,maxBodyLength,headerMisspellRate,bodyMisspellRate,headerGrammarMaxKey,headerGrammarMaxTimes,headerGrammarMinKey,headerGrammarMinTimes,bodyGrammarMaxKey,bodyGrammarMaxTimes,bodyGrammarMinKey,bodyGrammarMinTimes
"http://beforeitsnews.com/sports/2017/10/cyclebar-westgate-west-hosts-benefit-cycle-ride-to-help-fragile-bone-disease-foundation-on-oct-7-2701768.html

",2.0,24.0,8.0,4.0,12.0,17.666666666666668,2.0,45.0,0.5,0.23113207547169812,NNP,10.0,VBZ,1.0,NNP,96.0,RBR,1.0
"http://www.cnn.com/videos/cnnmoney/2017/10/03/late-night-kimmel-noah-colbert-meyers-las-vegas-shooting-ekr-orig.cnn/video/playlists/cant-miss/
",1.0,1.0,7.0,7.0,7.0,26.0,26.0,26.0,0.14285714285714285,0.0,NNP,1.0,NNP,1.0,NN,7.0,JJ,1.0
"https://www.reuters.com/article/us-britain-eu-rabobank/hard-brexit-seen-dire-for-dutch-but-far-worse-for-brits-rabobank-idUSKBN1CH0XI
",1.0,9.0,12.0,12.0,12.0,24.88888888888889,2.0,37.0,0.25,0.12946428571428573,NN,3.0,NNP,1.0,NN,36.0,:,1.0
"https://www.reuters.com/article/us-storm-nate/weakening-nate-brings-rain-tornado-warnings-to-u-s-south-idUSKBN1CA1DD
",1.0,51.0,10.0,10.0,10.0,18.823529411764707,2.0,41.0,0.1,0.06666666666666667,NNP,3.0,VBG,1.0,NNP,168.0,FW,1.0
https://www.activistpost.com/2017/10/pa-attorney-general-concerned-equifax-cyberattack-will-us-attorneys-general-upset-utility-smart-meters-hacking.html,2.0,55.0,9.5,9.0,10.0,22.727272727272727,1.0,83.0,0.47368421052631576,0.1496,NNP,14.0,VBD,1.0,NN,208.0,RBS,1.0
"http://www.cnn.com/2017/10/09/politics/melania-trump-ivana-trump-first-lady/index.html
",1.0,41.0,10.0,10.0,10.0,20.926829268292682,4.0,46.0,0.4,0.09557109557109557,NNP,4.0,VBZ,1.0,NN,110.0,FW,1.0
"https://www.nytimes.com/2017/10/06/us/politics/trump-sanctions-sudan.html?rref=collection%2Fsectioncollection%2Fpolitics
",1.0,30.0,7.0,7.0,7.0,19.2,3.0,64.0,0.42857142857142855,0.08680555555555555,NNP,6.0,IN,1.0,NNP,80.0,PRP$,1.0
"https://www.reuters.com/article/us-usa-puertorico-mexico/mexico-plans-aid-for-puerto-rico-after-hurricane-maria-idUSKBN1C925G
",1.0,12.0,9.0,9.0,9.0,29.0,8.0,39.0,0.0,0.06896551724137931,NNP,5.0,VBZ,1.0,NNP,68.0,FW,1.0
"http://beforeitsnews.com/sports/2017/10/101-expo-park-forbes-field-era-deacon-whips-cy-in-1st-ws-game-waners-237-hits-boss-man-roberto-more-2701623.html
",1.0,2.0,22.0,22.0,22.0,12.0,10.0,14.0,0.36363636363636365,0.125,NNP,12.0,NN,1.0,NNP,11.0,TO,1.0
"http://www.bbc.com/news/world-asia-india-41578210
",1.0,11.0,8.0,8.0,8.0,21.636363636363637,7.0,43.0,0.125,0.07142857142857142,IN,3.0,CD,1.0,NN,39.0,EX,1.0
"https://www.activistpost.com/2017/10/google-clips-automatically-identifies-everyone-including-pets.html
",1.0,32.0,8.0,8.0,8.0,16.90625,6.0,39.0,0.375,0.11829944547134935,NNP,7.0,NNS,1.0,NN,75.0,JJS,1.0
"http://beforeitsnews.com/sports/2017/09/2017-fantasy-football-kicker-rankings-week-4-2701252.html
",1.0,2.0,7.0,7.0,7.0,12.0,10.0,14.0,0.42857142857142855,0.125,NNP,4.0,:,1.0,NNP,11.0,TO,1.0
"http://beforeitsnews.com/sports/2017/10/a-problem-for-the-wild-card-game-sanchez-2701709.html
",1.0,34.0,8.0,8.0,8.0,17.352941176470587,2.0,45.0,0.125,0.09152542372881356,NNP,4.0,``,1.0,NN,82.0,NNPS,1.0
"http://beforeitsnews.com/sports/2017/10/2017-fantasy-football-running-back-rankings-week-5-2701799.html

",1.0,51.0,8.0,8.0,8.0,5.392156862745098,1.0,20.0,0.25,0.23636363636363636,NNP,5.0,:,1.0,NNP,180.0,VB,1.0
"http://beforeitsnews.com/u-s-politics/2017/09/what-would-happen-to-you-in-the-microwave-2536907.html
",1.0,10.0,8.0,8.0,8.0,9.1,1.0,22.0,0.25,0.2087912087912088,WP,1.0,WP,1.0,NNP,13.0,VBP,1.0
"http://beforeitsnews.com/sports/2017/09/ravens-vs-steelers-fridaygame-status-3-2701521.html
",1.0,1.0,6.0,6.0,6.0,32.0,32.0,32.0,0.16666666666666666,0.1875,NNP,3.0,:,1.0,NNP,9.0,RP,1.0
https://www.nytimes.com/2017/10/05/technology/personaltech/upgrading-to-a-modern-mac.html?rref=collection%2Fsectioncollection%2Fpersonaltech,1.0,30.0,5.0,5.0,5.0,20.166666666666668,3.0,53.0,0.2,0.08925619834710743,NNP,2.0,VBG,1.0,NN,87.0,POS,1.0
"http://beforeitsnews.com/sports/2017/10/newton-laughs-at-female-reporter-after-asking-a-question-about-wr-routes-2701973.html

",1.0,14.0,12.0,12.0,12.0,16.714285714285715,4.0,42.0,0.3333333333333333,0.16666666666666666,NNP,5.0,VBG,1.0,NNP,40.0,RP,1.0
"http://beforeitsnews.com/u-s-politics/2017/09/las-vegas-police-deny-nfls-michael-bennett-was-racially-profiled-as-video-rebuts-players-claims-2537055.html
",1.0,12.0,17.0,17.0,17.0,23.666666666666668,1.0,44.0,0.47058823529411764,0.19014084507042253,NNP,11.0,RB,1.0,NN,51.0,MD,1.0
"http://www.bbc.com/sport/football/41503064
",1.0,113.0,12.0,12.0,12.0,21.168141592920353,3.0,86.0,0.3333333333333333,0.11956521739130435,NNP,5.0,CD,1.0,NNP,376.0,NNPS,1.0
"https://www.reuters.com/article/us-iran-nuclear-usa-irgc/iran-has-all-options-on-table-if-u-s-blacklists-revolutionary-guards-idUSKBN1CF0R0
",1.0,46.0,9.0,9.0,9.0,20.76086956521739,4.0,63.0,0.3333333333333333,0.1382198952879581,NNS,2.0,NNP,1.0,NNP,150.0,RBS,1.0
"http://beforeitsnews.com/u-s-politics/2017/09/pumpkin-spiced-white-hot-chocolate-2537063.html
",1.0,8.0,5.0,5.0,5.0,14.0,1.0,32.0,0.4,0.24107142857142858,NNP,5.0,NNP,5.0,NNP,23.0,CD,1.0
"https://www.activistpost.com/2017/09/duping-americans-wasting-taxpayers-money.html
",2.0,23.0,3.0,1.0,5.0,21.08695652173913,1.0,67.0,0.3333333333333333,0.16082474226804125,VBG,2.0,NNPS,1.0,NNP,80.0,WP$,1.0
"http://beforeitsnews.com/u-s-politics/2017/10/nibiru-final-warning-just-how-long-does-earth-have-left-before-planet-x-doom-2537632.html
",1.0,2.0,14.0,14.0,14.0,12.0,8.0,16.0,0.21428571428571427,0.125,NNP,12.0,:,1.0,NNP,9.0,JJ,1.0
http://dailybuzzlive.com/2000-simpsons-predicted-donald-trump-presidency/,1.0,25.0,9.0,9.0,9.0,17.52,2.0,66.0,0.3333333333333333,0.1324200913242009,NNP,4.0,IN,1.0,NNP,77.0,'',1.0
"http://beforeitsnews.com/u-s-politics/2017/10/are-dems-late-night-sock-puppets-a-sign-that-the-fairness-doctrine-should-be-restored-2537562.html
",2.0,20.0,7.5,2.0,13.0,14.5,1.0,49.0,0.3333333333333333,0.18275862068965518,NNP,8.0,JJ,1.0,NNP,57.0,EX,1.0
"http://www.bbc.com/sport/cricket/41590315
",1.0,6.0,9.0,9.0,9.0,24.5,17.0,33.0,0.3333333333333333,0.08163265306122448,NNP,5.0,:,1.0,NNP,27.0,WP,1.0
http://beforeitsnews.com/opinion-conservative/2017/10/very-violent-reversal-before-end-of-2017-n-korea-thinks-us-is-bluffing-james-rickards-greg-hunter-video-3327266.html,2.0,88.0,9.0,5.0,13.0,8.295454545454545,2.0,35.0,0.2777777777777778,0.07397260273972603,NNP,11.0,RB,1.0,.,108.0,JJS,1.0
"https://www.activistpost.com/2017/09/new-documents-show-pentagon-is-shipping-billions-worth-of-weapons-to-terrorists-in-syria-trying-to-cover-its-tracks.html
",1.0,54.0,19.0,19.0,19.0,19.98148148148148,3.0,64.0,0.10526315789473684,0.09360518999073215,NNP,9.0,",",1.0,NN,149.0,WP,1.0
http://dailybuzzlive.com/mom-puts-glasses-baby-watch-face-sees-dad-first-time/,2.0,19.0,9.0,6.0,12.0,18.0,2.0,45.0,0.1111111111111111,0.14035087719298245,NNP,6.0,.,1.0,NNP,67.0,JJS,1.0
http://beforeitsnews.com/alternative/2017/10/bizarre-things-that-just-dont-make-sense-about-the-las-vegas-mass-shooting-false-flag-event-3558692.html,1.0,80.0,34.0,34.0,34.0,16.475,1.0,58.0,0.17647058823529413,0.07511380880121396,NNP,24.0,:,1.0,NN,202.0,RBR,1.0
"https://www.nytimes.com/2017/10/06/arts/television/dynasty-reboot-cw.html?rref=collection%2Fsectioncollection%2Farts
",3.0,100.0,3.3333333333333335,2.0,4.0,13.84,1.0,44.0,0.1,0.1315028901734104,NNP,7.0,DT,1.0,.,194.0,'',1.0
"https://www.nytimes.com/2017/10/10/business/media/disney-hillary-clinton-and-the-obamas-condemn-weinstein.html?rref=collection%2Fsectioncollection%2Fpolitics
",1.0,49.0,8.0,8.0,8.0,13.816326530612244,2.0,39.0,0.375,0.1255539143279173,NNP,6.0,",",1.0,NNP,112.0,EX,1.0
"https://www.nytimes.com/2017/10/11/arts/macarthur-fellows-winners.html?rref=collection%2Fsectioncollection%2Farts
",1.0,7.0,5.0,5.0,5.0,17.0,4.0,34.0,0.2,0.24369747899159663,NNP,3.0,:,1.0,NNP,58.0,VB,1.0
"http://www.bbc.com/sport/golf/41549025
",1.0,5.0,11.0,11.0,11.0,31.2,9.0,72.0,0.09090909090909091,0.1282051282051282,NNP,4.0,:,1.0,NNP,54.0,VBN,1.0
"http://beforeitsnews.com/sports/2017/10/lawrence-thomas-officially-makes-switch-to-fullback-2701946.html

",1.0,13.0,7.0,7.0,7.0,19.53846153846154,4.0,48.0,0.2857142857142857,0.1220472440944882,NNP,5.0,TO,1.0,NNP,38.0,WDT,1.0
"http://www.cnn.com/videos/us/2017/10/05/cnn-heroes-patel-extra.cnn
",1.0,2.0,6.0,6.0,6.0,8.5,6.0,11.0,0.6666666666666666,0.17647058823529413,NNP,4.0,:,1.0,IN,4.0,VB,1.0
"http://beforeitsnews.com/u-s-politics/2017/10/las-vegas-shooting-makes-country-guitarist-change-his-mind-on-guns-2537201.html
",1.0,1.0,11.0,11.0,11.0,15.0,15.0,15.0,0.09090909090909091,0.06666666666666667,NNP,8.0,PRP$,1.0,NNP,5.0,VBZ,1.0
"https://www.reuters.com/article/us-netflix-canada/netflix-fends-off-criticism-over-canada-investment-idUSKBN1CF18Z
",1.0,11.0,7.0,7.0,7.0,25.181818181818183,7.0,52.0,0.2857142857142857,0.12274368231046931,NNP,2.0,VBZ,1.0,NN,51.0,NNPS,1.0
http://www.disclose.tv/news/huge_triangle_shadow_in_the_sky_in_louisiana/140427,1.0,4.0,8.0,8.0,8.0,19.5,14.0,33.0,0.125,0.19230769230769232,NNP,5.0,DT,1.0,NN,15.0,VBN,1.0
"https://www.nytimes.com/2017/10/11/world/africa/kenya-election-kenyatta-odinga.html?rref=collection%2Fsectioncollection%2Fworld
",1.0,30.0,10.0,10.0,10.0,17.233333333333334,3.0,45.0,0.3,0.08704061895551257,NNP,9.0,TO,1.0,NN,91.0,POS,1.0
"http://beforeitsnews.com/entertainment/2017/09/some-tips-for-selecting-the-best-flower-bouquet-online-2670516.html

",1.0,16.0,9.0,9.0,9.0,29.1875,16.0,43.0,0.3333333333333333,0.034261241970021415,NNP,3.0,IN,1.0,IN,62.0,(,1.0
"http://www.cnn.com/2017/10/09/asia/rohingya-myanmar-bangladesh/index.html
",1.0,8.0,11.0,11.0,11.0,18.875,2.0,52.0,0.36363636363636365,0.11920529801324503,NNP,3.0,CD,1.0,NNP,23.0,VBZ,1.0
"http://www.cnn.com/videos/entertainment/2017/10/08/nelly-arrested-suspicion-of-rape-hln-wxp.hln/video/playlists/cant-miss/
",1.0,2.0,6.0,6.0,6.0,11.5,11.0,12.0,0.16666666666666666,0.08695652173913043,IN,2.0,RB,1.0,NN,5.0,",",1.0
"https://www.reuters.com/article/us-science-humans/happy-350000th-birthday-study-pushes-back-homo-sapiens-origins-idUSKCN1C32XU
",1.0,20.0,10.0,10.0,10.0,22.75,6.0,42.0,0.2,0.12307692307692308,JJ,2.0,:,1.0,IN,67.0,(,1.0
"http://beforeitsnews.com/sports/2017/09/kids-fitness-get-the-kids-off-the-couch-have-some-fun-2701071.html

",1.0,17.0,11.0,11.0,11.0,21.11764705882353,3.0,48.0,0.36363636363636365,0.033426183844011144,NNP,7.0,:,1.0,NN,44.0,EX,1.0
"https://www.reuters.com/article/us-abertis-m-a-atlantia-eu-exclusive/exclusive-eu-regulators-to-approve-atlantia-abertis-deal-sources-idUSKBN1CF17Z
",1.0,21.0,12.0,12.0,12.0,23.666666666666668,3.0,46.0,0.4166666666666667,0.13279678068410464,JJ,2.0,VBD,1.0,NN,93.0,$,1.0
http://abcnews.go.com/International/wireStory/france-confirmed-links-marseille-attacker-50273253,1.0,8.0,9.0,9.0,9.0,16.625,7.0,32.0,0.2222222222222222,0.08270676691729323,NNP,3.0,VBN,1.0,NN,26.0,WP,1.0
http://www.disclose.tv/news/north_koreas_other_threat_why_emp_becomes_an_extinction_level_event/140397,1.0,23.0,12.0,12.0,12.0,12.521739130434783,4.0,38.0,0.4166666666666667,0.09027777777777778,NNP,6.0,POS,1.0,DT,40.0,WP,1.0
"http://beforeitsnews.com/u-s-politics/2017/10/where-is-president-trumps-sense-of-compassion-2537449.html
",1.0,2.0,8.0,8.0,8.0,12.0,8.0,16.0,0.5,0.125,NNP,4.0,WRB,1.0,NNP,9.0,JJ,1.0
"http://beforeitsnews.com/u-s-politics/2017/10/jimmy-kimmel-weeps-as-he-talks-about-shooting-in-his-hometown-2537202.html
",1.0,7.0,11.0,11.0,11.0,12.857142857142858,4.0,34.0,0.36363636363636365,0.28888888888888886,NNP,3.0,PRP,1.0,NNP,15.0,(,1.0
"https://www.nytimes.com/2017/10/11/movies/wonder-woman-professor-marston-angela-robinson.html?rref=collection%2Fsectioncollection%2Farts
",1.0,51.0,12.0,12.0,12.0,14.470588235294118,2.0,35.0,0.25,0.044715447154471545,NNP,7.0,.,1.0,NN,107.0,RBS,1.0
http://dailybuzzlive.com/mom-fights-back-home-invaders-detroits-west-side/,1.0,31.0,10.0,10.0,10.0,15.064516129032258,1.0,43.0,0.2,0.12633832976445397,NNP,7.0,IN,1.0,NNP,85.0,RP,1.0
"http://beforeitsnews.com/sports/2017/10/gatekeeper-invades-the-312-podcastto-preview-the-blackhawks-season-2701850.html

",1.0,6.0,9.0,9.0,9.0,16.0,4.0,33.0,0.6666666666666666,0.3020833333333333,NNP,5.0,VBZ,1.0,NNP,24.0,PRP$,1.0
"http://www.cnn.com/2017/10/03/entertainment/dancing-with-the-stars-hollywood-las-vegas-shooting/index.html
",1.0,9.0,7.0,7.0,7.0,19.22222222222222,2.0,48.0,0.0,0.046242774566473986,NNP,3.0,VBG,1.0,NN,27.0,(,1.0
"https://www.activistpost.com/2017/10/can-hacked-world-around.html
",1.0,52.0,9.0,9.0,9.0,18.26923076923077,1.0,37.0,0.1111111111111111,0.06842105263157895,PRP,2.0,MD,1.0,NN,170.0,'',1.0
"http://beforeitsnews.com/sports/2017/10/105-trs-pnc-park-bucs-win-in-71-79-lose-four-playoffs-dang-reds-tracy-fired-2702005.html
",2.0,1.0,8.5,2.0,15.0,32.0,32.0,32.0,0.47058823529411764,0.1875,NNP,11.0,CD,1.0,NNP,9.0,RP,1.0
"https://www.reuters.com/article/us-storm-nate-insurance/u-s-insured-wind-storm-surge-loss-from-hurricane-nate-around-500-million-kcc-idUSKBN1CE1DE
",1.0,8.0,14.0,14.0,14.0,25.875,11.0,52.0,0.07142857142857142,0.0966183574879227,NNP,4.0,JJ,1.0,NNP,41.0,MD,1.0
"http://www.bbc.com/news/blogs-trending-41584227
",1.0,48.0,9.0,9.0,9.0,17.25,3.0,48.0,0.5555555555555556,0.16545893719806765,NN,2.0,DT,1.0,NN,132.0,RBS,1.0
"https://www.nytimes.com/2017/10/10/movies/rose-mcgowan-ben-affleck-matt-damon-weinstein.html?rref=collection%2Fsectioncollection%2Farts
",1.0,52.0,10.0,10.0,10.0,18.307692307692307,3.0,55.0,0.2,0.11659663865546219,NNP,8.0,:,1.0,NNP,166.0,JJS,1.0
"https://www.reuters.com/article/us-mexico-peso/mexico-warns-u-s-against-protectionist-war-peso-weakens-idUSKBN1CB06M
",1.0,24.0,9.0,9.0,9.0,22.125,2.0,47.0,0.2222222222222222,0.10546139359698682,NNP,3.0,VBZ,1.0,NNP,96.0,JJS,1.0
"http://www.bbc.com/news/entertainment-arts-41558556
",1.0,26.0,6.0,6.0,6.0,29.0,8.0,57.0,0.16666666666666666,0.05305039787798409,NNP,1.0,NNP,1.0,IN,104.0,(,1.0
"http://beforeitsnews.com/entertainment/2017/09/broken2th-and-crystal-sun-release-castaliah-2670555.html

",1.0,15.0,6.0,6.0,6.0,25.066666666666666,6.0,57.0,0.3333333333333333,0.15691489361702127,NNP,5.0,CC,1.0,NNP,63.0,RP,1.0
"https://www.activistpost.com/2017/10/audio-released-hotel-worker-warning-shooter-vegas-massacre.html
",1.0,32.0,11.0,11.0,11.0,21.0,2.0,56.0,0.45454545454545453,0.08779761904761904,NNP,8.0,VBN,1.0,NN,113.0,JJR,1.0
"http://beforeitsnews.com/sports/2017/10/a-look-at-the-thursday-night-football-games-2702039.html

",1.0,32.0,8.0,8.0,8.0,11.40625,2.0,30.0,0.0,0.06575342465753424,NNP,4.0,NN,1.0,NN,57.0,RBR,1.0
"http://www.bbc.com/news/world-australia-41521791
",1.0,48.0,7.0,7.0,7.0,20.583333333333332,3.0,39.0,0.0,0.10222672064777327,NN,2.0,DT,1.0,NNP,151.0,JJS,1.0
http://dailybuzzlive.com/women-absorb-retain-dna-every-man-sex/,1.0,56.0,12.0,12.0,12.0,16.25,1.0,78.0,0.25,0.08131868131868132,NNP,6.0,CC,1.0,NN,126.0,JJS,1.0
"https://www.reuters.com/article/us-usa-puertorico-congress/as-us-house-weighs-36-5-billion-disaster-relief-trump-slams-puerto-rico-idUSKBN1CH1A7
",1.0,40.0,11.0,11.0,11.0,18.825,1.0,44.0,0.18181818181818182,0.09163346613545817,NNP,5.0,NN,1.0,NNP,144.0,RBS,1.0
